2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,u
4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,l
4,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,l
8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,u
8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,l
8,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,l
8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,u
8,4,0,0,4,0,0,0,0,0,0,0,2,0,2,0,l
8,4,0,0,4,0,2,0,0,0,0,0,4,0,0,0,l
16,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,u
16,4,2,2,0,0,0,0,0,0,0,0,2,0,0,0,l
16,8,0,0,0,2,0,0,0,0,0,0,2,0,0,0,l
16,8,0,2,2,2,0,0,0,0,0,0,0,0,0,0,u
16,8,2,0,4,0,0,0,0,0,0,0,2,0,0,0,l
16,8,2,0,4,0,0,2,2,0,0,0,0,0,0,0,u
16,8,2,0,4,2,0,0,2,0,2,0,0,0,0,0,l
16,8,2,0,4,2,0,0,4,0,0,0,0,0,0,2,l
16,8,2,2,8,2,0,2,0,0,0,0,0,0,0,0,u
16,8,4,0,8,4,0,0,2,0,0,0,0,0,0,0,l
16,8,4,0,8,4,0,0,2,2,0,0,0,0,0,0,l
16,8,4,0,8,4,0,2,2,2,0,0,0,0,0,0,u
16,8,4,2,8,4,0,0,2,2,0,0,0,2,0,0,u
16,8,4,2,8,4,0,0,4,0,0,0,2,0,0,4,l
16,8,4,2,8,4,0,0,4,0,0,0,2,4,0,2,l
16,16,4,4,8,2,0,0,4,0,0,0,2,0,0,0,u
32,8,2,0,8,2,0,0,4,0,0,0,2,0,0,0,l
32,8,2,0,8,2,0,0,4,0,0,0,2,2,0,0,l
32,8,2,0,8,2,0,2,4,0,0,0,4,0,0,0,l
32,8,2,2,16,2,0,0,0,0,0,0,0,0,0,2,u
32,8,4,0,16,2,0,0,0,0,0,0,2,0,2,0,l
32,8,4,0,16,2,0,0,0,0,0,0,4,0,2,0,l
32,8,4,2,16,2,0,0,0,0,0,0,4,2,0,0,l
32,8,4,2,16,2,0,0,2,0,0,0,4,2,0,0,l
32,8,4,2,16,2,0,0,2,0,0,0,4,2,0,4,l
32,8,4,2,16,4,0,4,2,0,0,2,4,0,0,0,u
32,8,4,2,16,8,0,2,4,0,0,0,4,0,0,0,l
32,16,4,4,16,0,0,2,8,0,0,0,0,0,0,0,u
32,16,4,4,16,0,0,2,8,0,2,0,0,0,0,0,u
32,16,4,4,16,0,2,2,8,0,0,0,0,0,4,0,u
0,32,16,8,0,0,16,4,0,0,0,8,0,2,0,4,r
0,32,32,8,0,2,0,4,2,0,0,8,0,0,0,4,u
64,8,0,0,2,4,0,0,2,8,2,0,4,0,0,0,l
64,8,0,0,2,4,0,0,2,8,2,2,4,0,0,0,l
64,8,0,0,2,4,0,2,2,8,4,0,4,0,0,0,l
64,8,4,2,4,4,0,0,4,8,2,0,0,0,0,0,u
64,8,4,2,8,4,2,0,0,8,0,2,0,0,0,0,u
64,8,4,2,8,4,2,0,8,2,0,2,0,0,0,0,l
64,8,4,4,16,4,2,0,0,2,0,0,2,0,0,0,u
64,16,0,0,16,4,2,0,2,0,2,0,2,0,0,0,l
64,16,4,0,16,4,0,0,4,0,0,0,0,0,2,0,u
