4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,l
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,u
4,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,u
8,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,l
8,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,u
8,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,u
0,8,2,4,0,0,0,4,0,0,0,2,0,0,0,0,r
0,8,2,8,0,0,0,2,0,0,0,0,0,2,0,0,u
